sku,tipo_produto,data,prazo_entrega,tempo_entrega,nivel_estoque,qtd_vendida,preco_unitario,receita,otd_flag
SKU0712,Endoscópios,2021-12-13,1.6,2.3,218,64,5000,320000,0
SKU0713,Cosméticos Médicos,2021-12-14,1.0,2.3,178,31,150,4650,0
SKU0714,Cosméticos Médicos,2021-12-15,1.4,1.0,194,32,150,4800,1
SKU0715,Medicamentos,2021-12-16,1.0,1.0,194,43,80,3440,1
SKU0716,Endoscópios,2021-12-17,2.0,1.6,204,54,5000,270000,1
SKU0717,Endoscópios,2021-12-18,1.0,2.0,187,53,5000,265000,0
SKU0718,Endoscópios,2021-12-19,1.7,2.6,213,55,5000,275000,0
SKU0719,Endoscópios,2021-12-20,1.1,1.8,178,32,5000,160000,0
SKU0720,Cosméticos Médicos,2021-12-21,2.7,2.3,209,47,150,7050,1
SKU0721,Cosméticos Médicos,2021-12-22,1.0,1.0,205,55,150,8250,1
SKU0722,Endoscópios,2021-12-23,1.0,1.0,209,41,5000,205000,1
SKU0723,Medicamentos,2021-12-24,2.9,1.6,193,27,80,2160,1
SKU0724,Suturas,2021-12-25,1.0,3.3,187,25,50,1250,0
SKU0725,Suturas,2021-12-26,1.0,1.4,223,22,50,1100,0
SKU0726,Medicamentos,2021-12-27,1.0,1.0,196,47,80,3760,1
SKU0727,Endoscópios,2021-12-28,3.2,2.6,205,25,5000,125000,1
SKU0728,Cosméticos Médicos,2021-12-29,1.0,1.0,176,26,150,3900,1
SKU0729,Suturas,2021-12-30,6.1,8.2,211,33,50,1650,0
SKU0730,OPME,2021-12-31,2.3,3.3,215,45,12000,540000,0
SKU0731,OPME,2022-01-01,1.0,1.0,206,36,12000,432000,1
SKU0732,Medicamentos,2022-01-02,1.0,1.0,205,48,80,3840,1
SKU0733,Endoscópios,2022-01-03,1.5,4.5,193,21,5000,105000,0
SKU0734,Suturas,2022-01-04,2.2,3.1,174,21,50,1050,0
SKU0735,Endoscópios,2022-01-05,2.1,3.4,201,40,5000,200000,0
SKU0736,Suturas,2022-01-06,2.2,2.2,200,33,50,1650,1
SKU0737,Medicamentos,2022-01-07,1.1,1.7,196,31,80,2480,0
SKU0738,Medicamentos,2022-01-08,1.0,1.2,219,24,80,1920,0
SKU0739,OPME,2022-01-09,1.0,1.0,204,56,12000,672000,1
SKU0740,Endoscópios,2022-01-10,1.0,3.9,198,47,5000,235000,0
SKU0741,OPME,2022-01-11,2.4,3.6,175,21,12000,252000,0
SKU0742,Endoscópios,2022-01-12,2.0,1.6,174,19,5000,95000,1
SKU0743,OPME,2022-01-13,1.0,1.0,212,62,12000,744000,1
SKU0744,Cosméticos Médicos,2022-01-14,2.0,2.5,205,48,150,7200,0
SKU0745,Cosméticos Médicos,2022-01-15,1.3,1.4,213,39,150,5850,0
SKU0746,Cosméticos Médicos,2022-01-16,1.0,1.5,209,50,150,7500,0
SKU0747,Cosméticos Médicos,2022-01-17,1.0,1.0,164,41,150,6150,1
SKU0748,Suturas,2022-01-18,3.1,5.1,185,47,50,2350,0
SKU0749,Cosméticos Médicos,2022-01-19,2.4,4.6,197,38,150,5700,0
SKU0750,Medicamentos,2022-01-20,1.0,1.0,199,37,80,2960,1
SKU0751,Medicamentos,2022-01-21,1.6,1.0,196,20,80,1600,1
SKU0752,Suturas,2022-01-22,1.0,2.0,218,62,50,3100,0
SKU0753,Cosméticos Médicos,2022-01-23,1.0,1.4,217,47,150,7050,0
SKU0754,Cosméticos Médicos,2022-01-24,1.0,4.8,182,25,150,3750,0
SKU0755,Cosméticos Médicos,2022-01-25,2.3,1.0,187,53,150,7950,1
SKU0756,OPME,2022-01-26,2.1,1.9,173,48,12000,576000,1
SKU0757,Endoscópios,2022-01-27,1.9,1.0,181,53,5000,265000,1
SKU0758,OPME,2022-01-28,1.8,2.1,218,59,12000,708000,0
SKU0759,Endoscópios,2022-01-29,1.9,1.2,211,63,5000,315000,1
SKU0760,Cosméticos Médicos,2022-01-30,1.0,2.9,214,31,150,4650,0
SKU0761,Cosméticos Médicos,2022-01-31,1.6,1.0,213,57,150,8550,1
SKU0762,OPME,2022-02-01,1.9,1.0,229,60,12000,720000,1
SKU0763,OPME,2022-02-02,1.8,1.0,198,28,12000,336000,1
SKU0764,Endoscópios,2022-02-03,2.9,1.0,215,25,5000,125000,1
SKU0765,Medicamentos,2022-02-04,2.1,3.2,185,54,80,4320,0
SKU0766,Endoscópios,2022-02-05,1.6,1.0,214,34,5000,170000,1
SKU0767,OPME,2022-02-06,2.3,1.7,199,54,12000,648000,1
SKU0768,OPME,2022-02-07,1.0,1.0,215,21,12000,252000,1
SKU0769,Suturas,2022-02-08,1.0,1.0,217,22,50,1100,1
SKU0770,OPME,2022-02-09,1.0,2.8,186,35,12000,420000,0
SKU0771,Suturas,2022-02-10,1.0,1.0,191,28,50,1400,1
SKU0772,Medicamentos,2022-02-11,1.0,1.0,169,40,80,3200,1
SKU0773,Endoscópios,2022-02-12,1.0,1.0,214,45,5000,225000,1
SKU0774,Endoscópios,2022-02-13,1.0,1.0,188,21,5000,105000,1
SKU0775,Suturas,2022-02-14,1.0,2.0,201,26,50,1300,0
SKU0776,Endoscópios,2022-02-15,1.0,1.0,198,35,5000,175000,1
SKU0777,OPME,2022-02-16,1.0,1.6,205,28,12000,336000,0
SKU0778,Cosméticos Médicos,2022-02-17,1.0,1.0,184,47,150,7050,1
SKU0779,Suturas,2022-02-18,1.0,1.0,196,35,50,1750,1
SKU0780,Endoscópios,2022-02-19,2.1,1.6,203,24,5000,120000,1
SKU0781,Suturas,2022-02-20,2.8,4.9,185,36,50,1800,0
SKU0782,Suturas,2022-02-21,1.0,1.0,203,23,50,1150,1
SKU0783,Cosméticos Médicos,2022-02-22,1.0,1.0,201,25,150,3750,1
SKU0784,OPME,2022-02-23,1.0,1.0,207,30,12000,360000,1
SKU0785,Suturas,2022-02-24,1.0,1.0,189,51,50,2550,1
SKU0786,Endoscópios,2022-02-25,2.3,2.5,204,58,5000,290000,0
SKU0787,Medicamentos,2022-02-26,1.0,1.0,204,54,80,4320,1
SKU0788,Suturas,2022-02-27,1.0,1.0,213,35,50,1750,1
SKU0789,Suturas,2022-02-28,1.0,1.0,204,31,50,1550,1
SKU0790,Cosméticos Médicos,2022-03-01,2.0,1.2,200,41,150,6150,1
SKU0791,OPME,2022-03-02,1.0,1.0,203,49,12000,588000,1
SKU0792,Medicamentos,2022-03-03,1.1,4.3,198,59,80,4720,0
SKU0793,Endoscópios,2022-03-04,1.5,1.0,200,25,5000,125000,1
SKU0794,Medicamentos,2022-03-05,3.0,1.0,198,21,80,1680,1
SKU0795,Endoscópios,2022-03-06,1.0,1.0,194,46,5000,230000,1
SKU0796,OPME,2022-03-07,1.0,1.0,182,48,12000,576000,1
SKU0797,Endoscópios,2022-03-08,1.4,1.0,212,57,5000,285000,1
SKU0798,Cosméticos Médicos,2022-03-09,3.7,2.5,211,49,150,7350,1
SKU0799,Cosméticos Médicos,2022-03-10,2.9,2.5,203,59,150,8850,1
SKU0800,Cosméticos Médicos,2022-03-11,1.3,3.7,188,38,150,5700,0
SKU0801,Cosméticos Médicos,2022-03-12,1.0,1.5,182,51,150,7650,0
SKU0802,Medicamentos,2022-03-13,2.2,3.5,192,56,80,4480,0
SKU0803,OPME,2022-03-14,1.0,1.0,186,50,12000,600000,1
SKU0804,Endoscópios,2022-03-15,1.8,1.0,237,38,5000,190000,1
SKU0805,Endoscópios,2022-03-16,1.9,1.0,198,27,5000,135000,1
SKU0806,Cosméticos Médicos,2022-03-17,2.6,1.4,206,43,150,6450,1
SKU0807,Cosméticos Médicos,2022-03-18,5.1,6.6,190,36,150,5400,0
SKU0808,Suturas,2022-03-19,2.0,3.6,206,56,50,2800,0
SKU0809,OPME,2022-03-20,1.0,1.0,185,22,12000,264000,1
SKU0810,Medicamentos,2022-03-21,1.0,1.0,203,30,80,2400,1
SKU0811,Endoscópios,2022-03-22,1.0,1.0,180,45,5000,225000,1
SKU0812,Suturas,2022-03-23,1.0,1.0,207,24,50,1200,1
SKU0813,Suturas,2022-03-24,1.0,2.2,208,34,50,1700,0
SKU0814,Endoscópios,2022-03-25,1.0,1.0,230,40,5000,200000,1
SKU0815,Medicamentos,2022-03-26,1.2,1.7,206,46,80,3680,0
SKU0816,Suturas,2022-03-27,1.0,1.6,235,30,50,1500,0
SKU0817,Suturas,2022-03-28,3.1,3.7,190,51,50,2550,0
SKU0818,OPME,2022-03-29,1.0,1.5,197,37,12000,444000,0
SKU0819,Medicamentos,2022-03-30,1.0,5.2,191,54,80,4320,0
SKU0820,Suturas,2022-03-31,1.0,1.1,187,36,50,1800,0
SKU0821,Medicamentos,2022-04-01,1.2,1.8,198,30,80,2400,0
SKU0822,Endoscópios,2022-04-02,2.3,1.5,219,28,5000,140000,1
SKU0823,Cosméticos Médicos,2022-04-03,1.0,1.0,176,17,150,2550,1
SKU0824,Suturas,2022-04-04,1.0,1.3,206,42,50,2100,0
SKU0825,OPME,2022-04-05,1.0,1.0,209,25,12000,300000,1
SKU0826,Endoscópios,2022-04-06,1.0,1.0,177,31,5000,155000,1
SKU0827,Medicamentos,2022-04-07,1.0,1.0,188,40,80,3200,1
SKU0828,Endoscópios,2022-04-08,1.0,2.6,214,33,5000,165000,0
SKU0829,Suturas,2022-04-09,2.7,4.5,199,26,50,1300,0
SKU0830,Medicamentos,2022-04-10,1.4,2.8,185,47,80,3760,0
SKU0831,Cosméticos Médicos,2022-04-11,1.3,1.0,197,57,150,8550,1
SKU0832,Endoscópios,2022-04-12,2.4,3.7,183,21,5000,105000,0
SKU0833,Suturas,2022-04-13,1.2,2.1,224,29,50,1450,0
SKU0834,OPME,2022-04-14,1.3,1.0,185,54,12000,648000,1
SKU0835,Medicamentos,2022-04-15,1.0,1.3,209,22,80,1760,0
SKU0836,Endoscópios,2022-04-16,1.5,1.0,192,56,5000,280000,1
SKU0837,Endoscópios,2022-04-17,1.0,1.0,198,19,5000,95000,1
SKU0838,Cosméticos Médicos,2022-04-18,1.0,1.0,198,54,150,8100,1
SKU0839,Cosméticos Médicos,2022-04-19,1.0,1.2,184,29,150,4350,0
SKU0840,OPME,2022-04-20,2.8,1.0,201,57,12000,684000,1
SKU0841,OPME,2022-04-21,2.1,3.0,198,32,12000,384000,0
SKU0842,Suturas,2022-04-22,2.8,4.8,207,47,50,2350,0
SKU0843,Suturas,2022-04-23,3.3,3.5,223,25,50,1250,0
SKU0844,OPME,2022-04-24,1.0,1.0,202,29,12000,348000,1
SKU0845,OPME,2022-04-25,1.0,1.0,202,51,12000,612000,1
SKU0846,Medicamentos,2022-04-26,1.0,1.0,182,37,80,2960,1
SKU0847,Cosméticos Médicos,2022-04-27,1.0,1.0,199,56,150,8400,1
SKU0848,Suturas,2022-04-28,2.3,2.7,203,37,50,1850,0
SKU0849,Cosméticos Médicos,2022-04-29,2.8,1.0,214,58,150,8700,1
SKU0850,Cosméticos Médicos,2022-04-30,1.0,1.0,196,37,150,5550,1
SKU0851,OPME,2022-05-01,1.0,1.0,214,63,12000,756000,1
SKU0852,Medicamentos,2022-05-02,1.0,2.0,195,56,80,4480,0
SKU0853,Endoscópios,2022-05-03,2.0,1.2,223,36,5000,180000,1
SKU0854,Medicamentos,2022-05-04,1.0,1.4,206,57,80,4560,0
SKU0855,Medicamentos,2022-05-05,1.0,1.0,196,52,80,4160,1
SKU0856,Cosméticos Médicos,2022-05-06,1.0,2.1,173,24,150,3600,0
SKU0857,Medicamentos,2022-05-07,1.0,1.0,212,47,80,3760,1
SKU0858,Suturas,2022-05-08,1.0,2.2,185,21,50,1050,0
SKU0859,Cosméticos Médicos,2022-05-09,1.0,1.0,206,55,150,8250,1
SKU0860,Suturas,2022-05-10,1.0,2.7,199,26,50,1300,0
SKU0861,Endoscópios,2022-05-11,3.3,3.0,224,25,5000,125000,1
SKU0862,Cosméticos Médicos,2022-05-12,1.5,1.0,198,35,150,5250,1
SKU0863,Endoscópios,2022-05-13,1.6,3.8,196,42,5000,210000,0
SKU0864,Cosméticos Médicos,2022-05-14,1.9,1.8,191,51,150,7650,1
SKU0865,OPME,2022-05-15,1.0,1.0,218,64,12000,768000,1
SKU0866,Medicamentos,2022-05-16,2.6,4.4,207,38,80,3040,0
SKU0867,OPME,2022-05-17,1.0,1.0,193,21,12000,252000,1
SKU0868,Endoscópios,2022-05-18,2.1,3.2,190,47,5000,235000,0
SKU0869,Medicamentos,2022-05-19,1.0,1.0,220,46,80,3680,1
SKU0870,Cosméticos Médicos,2022-05-20,1.0,1.0,198,37,150,5550,1
SKU0871,Medicamentos,2022-05-21,2.2,2.3,219,35,80,2800,0
SKU0872,Suturas,2022-05-22,2.0,1.0,200,40,50,2000,1
SKU0873,Medicamentos,2022-05-23,1.0,1.0,217,36,80,2880,1
SKU0874,Suturas,2022-05-24,1.0,2.2,196,49,50,2450,0
SKU0875,Medicamentos,2022-05-25,2.7,4.0,210,43,80,3440,0
SKU0876,Suturas,2022-05-26,1.0,1.0,201,55,50,2750,1
SKU0877,Endoscópios,2022-05-27,3.6,4.3,201,41,5000,205000,0
SKU0878,OPME,2022-05-28,1.0,1.0,197,29,12000,348000,1
SKU0879,Cosméticos Médicos,2022-05-29,2.0,4.0,218,58,150,8700,0
SKU0880,Medicamentos,2022-05-30,1.0,1.0,198,41,80,3280,1
SKU0881,OPME,2022-05-31,1.6,1.5,208,29,12000,348000,1
SKU0882,Cosméticos Médicos,2022-06-01,1.0,1.9,206,46,150,6900,0
SKU0883,Cosméticos Médicos,2022-06-02,1.0,1.0,197,33,150,4950,1
SKU0884,Suturas,2022-06-03,1.5,4.4,236,63,50,3150,0
SKU0885,Endoscópios,2022-06-04,1.0,1.0,200,38,5000,190000,1
SKU0886,Endoscópios,2022-06-05,2.2,4.9,190,46,5000,230000,0
SKU0887,OPME,2022-06-06,1.0,1.0,191,22,12000,264000,1
SKU0888,Endoscópios,2022-06-07,1.0,1.0,207,37,5000,185000,1
SKU0889,Medicamentos,2022-06-08,1.0,1.0,191,56,80,4480,1
SKU0890,Endoscópios,2022-06-09,1.0,1.0,214,56,5000,280000,1
SKU0891,OPME,2022-06-10,1.0,1.0,204,26,12000,312000,1
SKU0892,Endoscópios,2022-06-11,4.7,4.3,215,33,5000,165000,1
SKU0893,Medicamentos,2022-06-12,2.2,2.0,190,31,80,2480,1
SKU0894,Suturas,2022-06-13,1.4,3.4,201,46,50,2300,0
SKU0895,OPME,2022-06-14,1.0,1.0,197,49,12000,588000,1
SKU0896,Suturas,2022-06-15,1.4,2.5,209,52,50,2600,0
SKU0897,Suturas,2022-06-16,2.2,1.5,186,37,50,1850,1
SKU0898,Suturas,2022-06-17,1.0,1.0,188,49,50,2450,1
SKU0899,Cosméticos Médicos,2022-06-18,2.7,5.4,195,36,150,5400,0
SKU0900,Cosméticos Médicos,2022-06-19,2.1,1.0,201,25,150,3750,1
SKU0901,Suturas,2022-06-20,2.5,6.0,184,39,50,1950,0
SKU0902,OPME,2022-06-21,1.4,1.0,197,57,12000,684000,1
SKU0903,Medicamentos,2022-06-22,1.0,1.0,202,52,80,4160,1
SKU0904,Medicamentos,2022-06-23,2.0,3.6,209,45,80,3600,0
SKU0905,Endoscópios,2022-06-24,2.0,4.1,189,43,5000,215000,0
SKU0906,OPME,2022-06-25,1.0,1.0,231,66,12000,792000,1
SKU0907,Cosméticos Médicos,2022-06-26,1.0,1.0,200,37,150,5550,1
SKU0908,Suturas,2022-06-27,1.6,2.1,171,28,50,1400,0
SKU0909,Endoscópios,2022-06-28,3.4,4.3,183,54,5000,270000,0
SKU0910,Medicamentos,2022-06-29,1.0,1.0,201,54,80,4320,1
SKU0911,Cosméticos Médicos,2022-06-30,1.0,1.0,185,30,150,4500,1
SKU0912,Cosméticos Médicos,2022-07-01,1.2,2.2,193,37,150,5550,0
SKU0913,Suturas,2022-07-02,1.5,4.5,192,35,50,1750,0
SKU0914,Medicamentos,2022-07-03,1.3,1.8,188,24,80,1920,0
SKU0915,OPME,2022-07-04,1.1,1.2,197,57,12000,684000,0
SKU0916,Cosméticos Médicos,2022-07-05,1.0,1.0,190,34,150,5100,1
SKU0917,Suturas,2022-07-06,3.6,1.1,201,55,50,2750,1
SKU0918,OPME,2022-07-07,1.0,1.0,199,27,12000,324000,1
SKU0919,Medicamentos,2022-07-08,1.0,1.0,226,47,80,3760,1
SKU0920,Cosméticos Médicos,2022-07-09,1.0,1.0,192,20,150,3000,1
SKU0921,OPME,2022-07-10,1.0,1.0,190,48,12000,576000,1
SKU0922,OPME,2022-07-11,1.0,1.0,211,45,12000,540000,1
SKU0923,OPME,2022-07-12,3.2,3.9,173,38,12000,456000,0
SKU0924,Cosméticos Médicos,2022-07-13,1.0,1.2,214,23,150,3450,0
SKU0925,Cosméticos Médicos,2022-07-14,1.3,1.0,207,29,150,4350,1
SKU0926,Endoscópios,2022-07-15,1.0,1.0,220,25,5000,125000,1
SKU0927,Medicamentos,2022-07-16,1.0,1.0,201,31,80,2480,1
SKU0928,Suturas,2022-07-17,1.0,2.0,220,49,50,2450,0
SKU0929,OPME,2022-07-18,1.0,1.0,192,40,12000,480000,1
SKU0930,Endoscópios,2022-07-19,3.0,2.3,187,41,5000,205000,1
SKU0931,Suturas,2022-07-20,2.2,3.3,218,45,50,2250,0
SKU0932,Endoscópios,2022-07-21,1.0,1.0,196,30,5000,150000,1
SKU0933,Cosméticos Médicos,2022-07-22,1.4,2.1,194,28,150,4200,0
SKU0934,OPME,2022-07-23,1.4,1.0,185,23,12000,276000,1
SKU0935,Suturas,2022-07-24,3.1,1.6,189,50,50,2500,1
SKU0936,Suturas,2022-07-25,3.8,4.6,195,43,50,2150,0
SKU0937,Suturas,2022-07-26,1.0,1.0,195,26,50,1300,1
SKU0938,Suturas,2022-07-27,1.0,1.0,177,23,50,1150,1
SKU0939,Suturas,2022-07-28,1.0,1.0,204,56,50,2800,1
SKU0940,Endoscópios,2022-07-29,1.0,2.3,197,48,5000,240000,0
SKU0941,OPME,2022-07-30,1.4,1.0,201,46,12000,552000,1
SKU0942,Cosméticos Médicos,2022-07-31,2.5,1.0,183,33,150,4950,1
SKU0943,Cosméticos Médicos,2022-08-01,1.0,1.0,181,27,150,4050,1
SKU0944,Cosméticos Médicos,2022-08-02,1.0,1.0,204,60,150,9000,1
SKU0945,Cosméticos Médicos,2022-08-03,1.2,1.0,189,49,150,7350,1
SKU0946,Endoscópios,2022-08-04,1.0,1.0,188,30,5000,150000,1
SKU0947,Medicamentos,2022-08-05,4.1,4.9,187,50,80,4000,0
SKU0948,OPME,2022-08-06,1.0,1.0,201,50,12000,600000,1
SKU0949,Suturas,2022-08-07,1.7,2.8,184,29,50,1450,0
SKU0950,Medicamentos,2022-08-08,4.0,6.8,213,39,80,3120,0
SKU0951,Cosméticos Médicos,2022-08-09,1.0,1.0,196,26,150,3900,1
SKU0952,Medicamentos,2022-08-10,1.0,1.1,189,23,80,1840,0
SKU0953,OPME,2022-08-11,1.0,1.0,202,49,12000,588000,1
SKU0954,Suturas,2022-08-12,1.1,1.0,231,35,50,1750,1
SKU0955,Suturas,2022-08-13,3.5,4.0,212,55,50,2750,0
SKU0956,OPME,2022-08-14,1.0,1.0,183,54,12000,648000,1
SKU0957,OPME,2022-08-15,3.0,2.6,192,22,12000,264000,1
SKU0958,Cosméticos Médicos,2022-08-16,1.0,2.4,203,39,150,5850,0
SKU0959,Suturas,2022-08-17,1.0,1.0,200,52,50,2600,1
SKU0960,Medicamentos,2022-08-18,1.0,1.0,177,45,80,3600,1
SKU0961,Endoscópios,2022-08-19,2.0,2.1,221,55,5000,275000,0
SKU0962,Endoscópios,2022-08-20,1.0,1.0,182,30,5000,150000,1
SKU0963,OPME,2022-08-21,1.4,1.4,197,37,12000,444000,1
SKU0964,Cosméticos Médicos,2022-08-22,4.0,6.0,182,39,150,5850,0
SKU0965,Endoscópios,2022-08-23,1.0,1.0,181,53,5000,265000,1
SKU0966,Suturas,2022-08-24,1.7,1.0,212,35,50,1750,1
SKU0967,OPME,2022-08-25,1.0,1.0,208,59,12000,708000,1
SKU0968,Medicamentos,2022-08-26,1.6,3.3,196,30,80,2400,0
SKU0969,OPME,2022-08-27,1.0,1.0,164,48,12000,576000,1
SKU0970,Medicamentos,2022-08-28,1.0,1.0,187,43,80,3440,1
SKU0971,OPME,2022-08-29,1.4,1.9,216,41,12000,492000,0
SKU0972,OPME,2022-08-30,3.4,2.8,206,45,12000,540000,1
SKU0973,OPME,2022-08-31,1.0,1.0,203,31,12000,372000,1
SKU0974,Medicamentos,2022-09-01,2.1,1.0,203,31,80,2480,1
SKU0975,Medicamentos,2022-09-02,1.0,1.0,181,22,80,1760,1
SKU0976,OPME,2022-09-03,1.0,1.0,219,26,12000,312000,1
SKU0977,Endoscópios,2022-09-04,1.8,1.0,206,34,5000,170000,1
SKU0978,Cosméticos Médicos,2022-09-05,3.2,4.0,195,49,150,7350,0
SKU0979,Cosméticos Médicos,2022-09-06,1.5,1.0,193,42,150,6300,1
SKU0980,Cosméticos Médicos,2022-09-07,1.0,1.0,209,25,150,3750,1
SKU0981,Medicamentos,2022-09-08,1.0,1.0,230,62,80,4960,1
SKU0982,Medicamentos,2022-09-09,1.0,1.0,200,44,80,3520,1
SKU0983,Endoscópios,2022-09-10,2.0,1.4,224,65,5000,325000,1
SKU0984,Cosméticos Médicos,2022-09-11,2.3,3.5,203,47,150,7050,0
SKU0985,Cosméticos Médicos,2022-09-12,1.0,1.0,189,25,150,3750,1
SKU0986,OPME,2022-09-13,1.0,1.0,227,44,12000,528000,1
SKU0987,Medicamentos,2022-09-14,1.4,2.2,197,45,80,3600,0
SKU0988,Cosméticos Médicos,2022-09-15,1.0,3.1,224,23,150,3450,0
SKU0989,Endoscópios,2022-09-16,1.0,1.0,199,20,5000,100000,1
SKU0990,Endoscópios,2022-09-17,4.2,5.2,187,23,5000,115000,0
SKU0991,Cosméticos Médicos,2022-09-18,1.0,1.0,203,30,150,4500,1
SKU0992,Medicamentos,2022-09-19,1.0,1.0,200,37,80,2960,1
SKU0993,Endoscópios,2022-09-20,1.0,1.4,218,43,5000,215000,0
SKU0994,OPME,2022-09-21,1.8,1.3,197,25,12000,300000,1
SKU0995,Endoscópios,2022-09-22,1.0,2.7,206,48,5000,240000,0
SKU0996,Suturas,2022-09-23,1.0,1.0,224,49,50,2450,1
SKU0997,Suturas,2022-09-24,3.4,5.5,207,32,50,1600,0
SKU0998,Medicamentos,2022-09-25,3.1,5.9,225,23,80,1840,0
SKU0999,Cosméticos Médicos,2022-09-26,1.0,1.0,178,20,150,3000,1
SKU1000,Medicamentos,2022-09-27,1.0,1.0,195,34,80,2720,1
SKU1001,Medicamentos,2022-09-28,2.5,2.5,203,26,80,2080,1
SKU1002,Medicamentos,2022-09-29,1.0,1.0,214,37,80,2960,1
SKU1003,Medicamentos,2022-09-30,2.2,4.2,210,47,80,3760,0
SKU1004,OPME,2022-10-01,1.0,1.0,192,40,12000,480000,1
SKU1005,OPME,2022-10-02,2.0,2.2,190,27,12000,324000,0
SKU1006,Endoscópios,2022-10-03,1.0,1.0,192,32,5000,160000,1
SKU1007,Suturas,2022-10-04,2.5,1.7,175,38,50,1900,1
SKU1008,Medicamentos,2022-10-05,1.0,3.2,194,52,80,4160,0
SKU1009,Endoscópios,2022-10-06,1.0,1.0,212,53,5000,265000,1
SKU1010,Suturas,2022-10-07,1.0,3.3,204,42,50,2100,0
SKU1011,Cosméticos Médicos,2022-10-08,2.0,1.9,206,35,150,5250,1
SKU1012,OPME,2022-10-09,1.0,1.0,210,36,12000,432000,1
SKU1013,Suturas,2022-10-10,2.3,4.5,219,60,50,3000,0
SKU1014,Cosméticos Médicos,2022-10-11,4.0,3.1,176,18,150,2700,1
SKU1015,Suturas,2022-10-12,1.0,1.0,200,59,50,2950,1
SKU1016,OPME,2022-10-13,3.1,2.2,198,46,12000,552000,1
SKU1017,OPME,2022-10-14,1.0,1.0,201,47,12000,564000,1
SKU1018,Endoscópios,2022-10-15,1.0,1.0,205,22,5000,110000,1
SKU1019,Medicamentos,2022-10-16,1.0,2.3,184,40,80,3200,0
SKU1020,Suturas,2022-10-17,1.1,2.3,204,40,50,2000,0
SKU1021,Suturas,2022-10-18,2.8,3.8,196,23,50,1150,0
SKU1022,Cosméticos Médicos,2022-10-19,1.0,2.4,185,28,150,4200,0
SKU1023,OPME,2022-10-20,3.0,2.4,204,56,12000,672000,1
SKU1024,Suturas,2022-10-21,1.0,1.0,177,37,50,1850,1
SKU1025,OPME,2022-10-22,1.0,1.0,195,35,12000,420000,1
SKU1026,Suturas,2022-10-23,1.0,1.0,198,22,50,1100,1
SKU1027,Endoscópios,2022-10-24,1.6,3.4,192,46,5000,230000,0
SKU1028,Medicamentos,2022-10-25,2.3,1.1,189,45,80,3600,1
SKU1029,Suturas,2022-10-26,1.0,3.2,190,42,50,2100,0
SKU1030,OPME,2022-10-27,1.0,1.0,193,38,12000,456000,1
SKU1031,Endoscópios,2022-10-28,1.4,1.0,206,38,5000,190000,1
SKU1032,Suturas,2022-10-29,2.1,4.4,204,44,50,2200,0
SKU1033,Cosméticos Médicos,2022-10-30,1.6,1.2,190,27,150,4050,1
SKU1034,Medicamentos,2022-10-31,2.9,4.0,198,57,80,4560,0
SKU1035,Suturas,2022-11-01,1.0,1.0,202,43,50,2150,1
SKU1036,Endoscópios,2022-11-02,2.1,2.2,204,33,5000,165000,0
SKU1037,Cosméticos Médicos,2022-11-03,2.8,3.5,203,38,150,5700,0
SKU1038,Endoscópios,2022-11-04,1.0,1.0,180,47,5000,235000,1
SKU1039,Endoscópios,2022-11-05,1.6,1.0,190,25,5000,125000,1
SKU1040,Cosméticos Médicos,2022-11-06,1.0,1.0,197,31,150,4650,1
SKU1041,Endoscópios,2022-11-07,1.0,2.5,193,45,5000,225000,0
SKU1042,Cosméticos Médicos,2022-11-08,1.5,1.3,206,33,150,4950,1
SKU1043,Suturas,2022-11-09,1.0,1.0,211,54,50,2700,1
SKU1044,Cosméticos Médicos,2022-11-10,1.0,1.0,206,25,150,3750,1
SKU1045,Cosméticos Médicos,2022-11-11,1.1,1.0,195,49,150,7350,1
SKU1046,Medicamentos,2022-11-12,1.0,1.0,215,24,80,1920,1
SKU1047,Cosméticos Médicos,2022-11-13,1.0,1.0,189,19,150,2850,1
SKU1048,Cosméticos Médicos,2022-11-14,2.0,1.1,193,53,150,7950,1
SKU1049,Suturas,2022-11-15,1.0,1.0,191,41,50,2050,1
SKU1050,Medicamentos,2022-11-16,2.0,1.9,223,37,80,2960,1
SKU1051,OPME,2022-11-17,1.4,1.5,210,30,12000,360000,0
SKU1052,Suturas,2022-11-18,1.0,1.5,205,45,50,2250,0
SKU1053,Suturas,2022-11-19,1.0,1.0,192,38,50,1900,1
SKU1054,OPME,2022-11-20,2.5,3.5,200,59,12000,708000,0
SKU1055,Cosméticos Médicos,2022-11-21,1.0,1.0,191,56,150,8400,1
SKU1056,Endoscópios,2022-11-22,1.0,1.0,176,39,5000,195000,1
SKU1057,Medicamentos,2022-11-23,1.7,2.0,189,35,80,2800,0
SKU1058,Endoscópios,2022-11-24,2.3,1.8,179,35,5000,175000,1
SKU1059,OPME,2022-11-25,1.0,1.0,190,44,12000,528000,1
SKU1060,Suturas,2022-11-26,1.0,3.0,199,23,50,1150,0
SKU1061,Suturas,2022-11-27,3.5,5.9,201,33,50,1650,0
SKU1062,Medicamentos,2022-11-28,3.6,4.4,203,23,80,1840,0
SKU1063,Suturas,2022-11-29,2.9,3.4,194,22,50,1100,0
SKU1064,Suturas,2022-11-30,1.5,1.0,194,26,50,1300,1
SKU1065,Medicamentos,2022-12-01,1.0,1.0,198,39,80,3120,1
SKU1066,Medicamentos,2022-12-02,1.0,1.6,179,45,80,3600,0
